    x:          approx:          exact:            relative error(log10)
   0.0041000000    0.036967566    0.036071056     -1.6046038
   0.0042000000    0.037826825    0.036930410     -1.6148752
   0.0043000000    0.038685125    0.037788805     -1.6249003
   0.0044000000    0.039542467    0.038646242     -1.6346905
   0.0045000000    0.040398852    0.039502722     -1.6442563
   0.0046000000    0.041254281    0.040358247     -1.6536077
   0.0047000000    0.042108755    0.041212816     -1.6627538
   0.0048000000    0.042962275    0.042066431     -1.6717033
   0.0049000000    0.043814842    0.042919093     -1.6804642
   0.0050000000    0.044666456    0.043770802     -1.6890443
   0.0051000000    0.045517120    0.044621561     -1.6974507
   0.0052000000    0.046366833    0.045471369     -1.7056901
   0.0053000000    0.047215597    0.046320228     -1.7137689
   0.0054000000    0.048063412    0.047168139     -1.7216931
   0.0055000000    0.048910280    0.048015102     -1.7294683
   0.0056000000    0.049756201    0.048861118     -1.7371000
   0.0057000000    0.050601177    0.049706189     -1.7445933
   0.0058000000    0.051445209    0.050550316     -1.7519528
   0.0059000000    0.052288296    0.051393499     -1.7591833
   0.0060000000    0.053130441    0.052235739     -1.7662890
   0.0061000000    0.053971645    0.053077037     -1.7732741
   0.0062000000    0.054811907    0.053917395     -1.7801425
   0.0063000000    0.055651230    0.054756812     -1.7868980
   0.0064000000    0.056489613    0.055595291     -1.7935440
   0.0065000000    0.057327059    0.056432832     -1.8000840
   0.0066000000    0.058163567    0.057269435     -1.8065213
   0.0067000000    0.058999140    0.058105103     -1.8128588
   0.0068000000    0.059833777    0.058939835     -1.8190997
   0.0069000000    0.060667480    0.059773633     -1.8252466
   0.0070000000    0.061500249    0.060606498     -1.8313024
   0.0071000000    0.062332087    0.061438430     -1.8372695
   0.0072000000    0.063162992    0.062269431     -1.8431505
   0.0073000000    0.063992968    0.063099501     -1.8489478
   0.0074000000    0.064822013    0.063928642     -1.8546636
   0.0075000000    0.065650130    0.064756854     -1.8603001
   0.0076000000    0.066477319    0.065584138     -1.8658594
   0.0077000000    0.067303582    0.066410496     -1.8713436
   0.0078000000    0.068128918    0.067235928     -1.8767545
   0.0079000000    0.068953330    0.068060434     -1.8820941
   0.0080000000    0.069776817    0.068884017     -1.8873641
   0.0081000000    0.070599382    0.069706676     -1.8925663
   0.0082000000    0.071421024    0.070528414     -1.8977023
   0.0083000000    0.072241745    0.071349230     -1.9027737
   0.0084000000    0.073061545    0.072169125     -1.9077822
   0.0085000000    0.073880426    0.072988101     -1.9127291
   0.0086000000    0.074698389    0.073806159     -1.9176159
   0.0087000000    0.075515434    0.074623299     -1.9224440
   0.0088000000    0.076331562    0.075439523     -1.9272148
   0.0089000000    0.077146775    0.076254830     -1.9319296
   0.0090000000    0.077961073    0.077069223     -1.9365895
   0.0091000000    0.078774456    0.077882702     -1.9411959
   0.0092000000    0.079586927    0.078695268     -1.9457498
   0.0093000000    0.080398486    0.079506922     -1.9502524
   0.0094000000    0.081209133    0.080317665     -1.9547049
   0.0095000000    0.082018871    0.081127497     -1.9591082
   0.0096000000    0.082827698    0.081936420     -1.9634635
   0.0097000000    0.083635618    0.082744434     -1.9677716
   0.0098000000    0.084442630    0.083551541     -1.9720337
   0.0099000000    0.085248735    0.084357741     -1.9762505
    0.010000000    0.086053934    0.085163036     -1.9804231
    0.010100000    0.086858229    0.085967426     -1.9845522
    0.010200000    0.087661619    0.086770911     -1.9886388
    0.010300000    0.088464107    0.087573494     -1.9926837
    0.010400000    0.089265692    0.088375175     -1.9966877
    0.010500000    0.090066377    0.089175954     -2.0006516
    0.010600000    0.090866161    0.089975833     -2.0045761
    0.010700000    0.091665045    0.090774813     -2.0084620
    0.010800000    0.092463031    0.091572894     -2.0123099
    0.010900000    0.093260120    0.092370077     -2.0161207
    0.011000000    0.094056311    0.093166364     -2.0198950
    0.011100000    0.094851607    0.093961755     -2.0236333
    0.011200000    0.095646008    0.094756251     -2.0273365
    0.011300000    0.096439515    0.095549853     -2.0310051
    0.011400000    0.097232128    0.096342562     -2.0346397
    0.011500000    0.098023850    0.097134378     -2.0382409
    0.011600000    0.098814680    0.097925303     -2.0418093
    0.011700000    0.099604619    0.098715338     -2.0453455
    0.011800000     0.10039367    0.099504483     -2.0488499
    0.011900000     0.10118183     0.10029274     -2.0523232
    0.012000000     0.10196910     0.10108011     -2.0557659
    0.012100000     0.10275549     0.10186659     -2.0591784
    0.012200000     0.10354099     0.10265219     -2.0625613
    0.012300000     0.10432561     0.10343690     -2.0659151
    0.012400000     0.10510934     0.10422072     -2.0692402
    0.012500000     0.10589219     0.10500366     -2.0725370
    0.012600000     0.10667415     0.10578573     -2.0758061
    0.012700000     0.10745523     0.10656690     -2.0790479
    0.012800000     0.10823544     0.10734720     -2.0822628
    0.012900000     0.10901476     0.10812662     -2.0854512
    0.013000000     0.10979320     0.10890516     -2.0886135
    0.013100000     0.11057077     0.10968282     -2.0917502
    0.013200000     0.11134746     0.11045960     -2.0948616
    0.013300000     0.11212327     0.11123551     -2.0979481
    0.013400000     0.11289821     0.11201054     -2.1010101
    0.013500000     0.11367227     0.11278470     -2.1040479
    0.013600000     0.11444546     0.11355798     -2.1070619
    0.013700000     0.11521778     0.11433040     -2.1100525
    0.013800000     0.11598922     0.11510193     -2.1130199
    0.013900000     0.11675979     0.11587260     -2.1159646
    0.014000000     0.11752949     0.11664240     -2.1188869
    0.014100000     0.11829833     0.11741133     -2.1217870
    0.014200000     0.11906629     0.11817939     -2.1246653
    0.014300000     0.11983339     0.11894658     -2.1275221
    0.014400000     0.12059962     0.11971291     -2.1303577
    0.014500000     0.12136498     0.12047837     -2.1331724
    0.014600000     0.12212948     0.12124296     -2.1359664
    0.014700000     0.12289312     0.12200669     -2.1387401
    0.014800000     0.12365589     0.12276956     -2.1414938
    0.014900000     0.12441780     0.12353156     -2.1442276
    0.015000000     0.12517885     0.12429270     -2.1469419
    0.015100000     0.12593903     0.12505299     -2.1496370
    0.015200000     0.12669836     0.12581241     -2.1523130
    0.015300000     0.12745683     0.12657097     -2.1549703
    0.015400000     0.12821444     0.12732868     -2.1576090
    0.015500000     0.12897119     0.12808553     -2.1602295
    0.015600000     0.12972709     0.12884152     -2.1628319
    0.015700000     0.13048213     0.12959665     -2.1654165
    0.015800000     0.13123632     0.13035094     -2.1679835
    0.015900000     0.13198965     0.13110436     -2.1705331
    0.016000000     0.13274213     0.13185694     -2.1730656
    0.016100000     0.13349376     0.13260866     -2.1755812
    0.016200000     0.13424453     0.13335953     -2.1780800
    0.016300000     0.13499446     0.13410955     -2.1805624
    0.016400000     0.13574353     0.13485872     -2.1830284
    0.016500000     0.13649176     0.13560705     -2.1854783
    0.016600000     0.13723914     0.13635452     -2.1879122
    0.016700000     0.13798567     0.13710115     -2.1903305
    0.016800000     0.13873136     0.13784693     -2.1927332
    0.016900000     0.13947620     0.13859186     -2.1951205
    0.017000000     0.14022020     0.13933596     -2.1974927
    0.017100000     0.14096335     0.14007920     -2.1998499
    0.017200000     0.14170566     0.14082161     -2.2021922
    0.017300000     0.14244713     0.14156317     -2.2045199
    0.017400000     0.14318775     0.14230389     -2.2068332
    0.017500000     0.14392754     0.14304377     -2.2091321
    0.017600000     0.14466649     0.14378282     -2.2114169
    0.017700000     0.14540459     0.14452102     -2.2136876
    0.017800000     0.14614186     0.14525838     -2.2159446
    0.017900000     0.14687830     0.14599491     -2.2181878
    0.018000000     0.14761390     0.14673061     -2.2204176
    0.018100000     0.14834866     0.14746546     -2.2226340
    0.018200000     0.14908259     0.14819949     -2.2248371
    0.018300000     0.14981568     0.14893268     -2.2270272
    0.018400000     0.15054794     0.14966503     -2.2292043
    0.018500000     0.15127937     0.15039656     -2.2313686
    0.018600000     0.15200997     0.15112725     -2.2335203
    0.018700000     0.15273974     0.15185711     -2.2356595
    0.018800000     0.15346868     0.15258615     -2.2377862
    0.018900000     0.15419679     0.15331435     -2.2399007
    0.019000000     0.15492407     0.15404173     -2.2420031
    0.019100000     0.15565052     0.15476828     -2.2440935
    0.019200000     0.15637615     0.15549400     -2.2461720
    0.019300000     0.15710096     0.15621890     -2.2482388
    0.019400000     0.15782493     0.15694298     -2.2502939
    0.019500000     0.15854809     0.15766623     -2.2523375
    0.019600000     0.15927042     0.15838866     -2.2543698
    0.019700000     0.15999193     0.15911026     -2.2563907
    0.019800000     0.16071262     0.15983105     -2.2584005
    0.019900000     0.16143249     0.16055101     -2.2603993
    0.020000000     0.16215154     0.16127015     -2.2623871
    0.020100000     0.16286977     0.16198848     -2.2643641
    0.020200000     0.16358719     0.16270599     -2.2663304
    0.020300000     0.16430378     0.16342268     -2.2682860
    0.020400000     0.16501956     0.16413855     -2.2702312
    0.020500000     0.16573453     0.16485361     -2.2721659
    0.020600000     0.16644868     0.16556786     -2.2740904
    0.020700000     0.16716201     0.16628129     -2.2760046
    0.020800000     0.16787453     0.16699391     -2.2779088
    0.020900000     0.16858624     0.16770571     -2.2798029
    0.021000000     0.16929714     0.16841671     -2.2816871
    0.021100000     0.17000723     0.16912689     -2.2835615
    0.021200000     0.17071651     0.16983626     -2.2854262
    0.021300000     0.17142498     0.17054483     -2.2872813
    0.021400000     0.17213264     0.17125259     -2.2891268
    0.021500000     0.17283950     0.17195954     -2.2909628
    0.021600000     0.17354554     0.17266568     -2.2927895
    0.021700000     0.17425079     0.17337102     -2.2946069
    0.021800000     0.17495522     0.17407555     -2.2964152
    0.021900000     0.17565886     0.17477928     -2.2982143
    0.022000000     0.17636169     0.17548220     -2.3000044
    0.022100000     0.17706371     0.17618432     -2.3017855
    0.022200000     0.17776494     0.17688564     -2.3035578
    0.022300000     0.17846536     0.17758616     -2.3053213
    0.022400000     0.17916499     0.17828588     -2.3070762
    0.022500000     0.17986381     0.17898480     -2.3088223
    0.022600000     0.18056184     0.17968292     -2.3105600
    0.022700000     0.18125907     0.18038025     -2.3122891
    0.022800000     0.18195550     0.18107678     -2.3140099
    0.022900000     0.18265114     0.18177251     -2.3157224
    0.023000000     0.18334598     0.18246744     -2.3174266
    0.023100000     0.18404002     0.18316158     -2.3191226
    0.023200000     0.18473327     0.18385493     -2.3208105
    0.023300000     0.18542573     0.18454748     -2.3224904
    0.023400000     0.18611740     0.18523925     -2.3241623
    0.023500000     0.18680828     0.18593022     -2.3258263
    0.023600000     0.18749836     0.18662040     -2.3274825
    0.023700000     0.18818766     0.18730979     -2.3291309
    0.023800000     0.18887616     0.18799839     -2.3307716
    0.023900000     0.18956388     0.18868620     -2.3324046
    0.024000000     0.19025081     0.18937323     -2.3340301
    0.024100000     0.19093696     0.19005947     -2.3356481
    0.024200000     0.19162231     0.19074492     -2.3372587
    0.024300000     0.19230689     0.19142959     -2.3388618
    0.024400000     0.19299068     0.19211347     -2.3404577
    0.024500000     0.19367368     0.19279657     -2.3420462
    0.024600000     0.19435590     0.19347889     -2.3436276
    0.024700000     0.19503735     0.19416043     -2.3452018
    0.024800000     0.19571801     0.19484118     -2.3467690
    0.024900000     0.19639788     0.19552116     -2.3483291
    0.025000000     0.19707698     0.19620035     -2.3498822
    0.025100000     0.19775531     0.19687877     -2.3514284
    0.025200000     0.19843285     0.19755641     -2.3529678
    0.025300000     0.19910961     0.19823327     -2.3545003
    0.025400000     0.19978560     0.19890935     -2.3560261
    0.025500000     0.20046082     0.19958466     -2.3575452
    0.025600000     0.20113526     0.20025919     -2.3590577
    0.025700000     0.20180892     0.20093295     -2.3605635
    0.025800000     0.20248181     0.20160594     -2.3620628
    0.025900000     0.20315393     0.20227815     -2.3635556
    0.026000000     0.20382528     0.20294959     -2.3650420
    0.026100000     0.20449585     0.20362027     -2.3665220
    0.026200000     0.20516566     0.20429017     -2.3679956
    0.026300000     0.20583469     0.20495930     -2.3694630
    0.026400000     0.20650296     0.20562766     -2.3709241
    0.026500000     0.20717046     0.20629525     -2.3723789
    0.026600000     0.20783719     0.20696208     -2.3738277
    0.026700000     0.20850316     0.20762814     -2.3752703
    0.026800000     0.20916836     0.20829344     -2.3767069
    0.026900000     0.20983279     0.20895797     -2.3781374
    0.027000000     0.21049646     0.20962173     -2.3795620
    0.027100000     0.21115937     0.21028473     -2.3809807
    0.027200000     0.21182151     0.21094697     -2.3823935
    0.027300000     0.21248290     0.21160845     -2.3838004
    0.027400000     0.21314352     0.21226917     -2.3852015
    0.027500000     0.21380338     0.21292913     -2.3865969
    0.027600000     0.21446248     0.21358832     -2.3879866
    0.027700000     0.21512083     0.21424676     -2.3893706
    0.027800000     0.21577841     0.21490444     -2.3907490
    0.027900000     0.21643524     0.21556136     -2.3921218
    0.028000000     0.21709131     0.21621753     -2.3934890
    0.028100000     0.21774662     0.21687294     -2.3948508
    0.028200000     0.21840119     0.21752760     -2.3962070
    0.028300000     0.21905499     0.21818150     -2.3975579
    0.028400000     0.21970804     0.21883464     -2.3989033
    0.028500000     0.22036034     0.21948704     -2.4002434
    0.028600000     0.22101189     0.22013868     -2.4015782
    0.028700000     0.22166269     0.22078957     -2.4029077
    0.028800000     0.22231273     0.22143972     -2.4042319
    0.028900000     0.22296203     0.22208911     -2.4055510
    0.029000000     0.22361058     0.22273775     -2.4068649
    0.029100000     0.22425838     0.22338564     -2.4081736
    0.029200000     0.22490543     0.22403279     -2.4094773
    0.029300000     0.22555173     0.22467919     -2.4107759
    0.029400000     0.22619729     0.22532484     -2.4120694
    0.029500000     0.22684210     0.22596975     -2.4133580
    0.029600000     0.22748617     0.22661392     -2.4146416
    0.029700000     0.22812950     0.22725734     -2.4159203
    0.029800000     0.22877208     0.22790001     -2.4171941
    0.029900000     0.22941392     0.22854195     -2.4184630
    0.030000000     0.23005502     0.22918314     -2.4197271
    0.030100000     0.23069538     0.22982359     -2.4209865
    0.030200000     0.23133499     0.23046331     -2.4222410
    0.030300000     0.23197387     0.23110228     -2.4234908
    0.030400000     0.23261201     0.23174051     -2.4247360
    0.030500000     0.23324941     0.23237801     -2.4259764
    0.030600000     0.23388608     0.23301477     -2.4272122
    0.030700000     0.23452200     0.23365079     -2.4284434
    0.030800000     0.23515720     0.23428608     -2.4296701
    0.030900000     0.23579165     0.23492063     -2.4308922
    0.031000000     0.23642538     0.23555445     -2.4321097
    0.031100000     0.23705837     0.23618754     -2.4333228
    0.031200000     0.23769062     0.23681989     -2.4345314
    0.031300000     0.23832215     0.23745151     -2.4357356
    0.031400000     0.23895294     0.23808240     -2.4369354
    0.031500000     0.23958301     0.23871256     -2.4381309
    0.031600000     0.24021234     0.23934198     -2.4393219
    0.031700000     0.24084095     0.23997068     -2.4405087
    0.031800000     0.24146882     0.24059866     -2.4416911
    0.031900000     0.24209597     0.24122590     -2.4428693
    0.032000000     0.24272239     0.24185242     -2.4440433
    0.032100000     0.24334809     0.24247821     -2.4452131
    0.032200000     0.24397306     0.24310327     -2.4463786
    0.032300000     0.24459730     0.24372761     -2.4475401
    0.032400000     0.24522082     0.24435123     -2.4486973
    0.032500000     0.24584362     0.24497412     -2.4498505
    0.032600000     0.24646570     0.24559629     -2.4509996
    0.032700000     0.24708705     0.24621774     -2.4521447
    0.032800000     0.24770768     0.24683847     -2.4532857
    0.032900000     0.24832760     0.24745848     -2.4544227
    0.033000000     0.24894679     0.24807776     -2.4555557
    0.033100000     0.24956526     0.24869633     -2.4566848
    0.033200000     0.25018302     0.24931418     -2.4578099
    0.033300000     0.25080006     0.24993132     -2.4589311
    0.033400000     0.25141638     0.25054773     -2.4600485
    0.033500000     0.25203198     0.25116343     -2.4611620
    0.033600000     0.25264687     0.25177842     -2.4622716
    0.033700000     0.25326105     0.25239269     -2.4633774
    0.033800000     0.25387451     0.25300625     -2.4644795
    0.033900000     0.25448726     0.25361909     -2.4655777
    0.034000000     0.25509929     0.25423122     -2.4666722
    0.034100000     0.25571062     0.25484264     -2.4677630
    0.034200000     0.25632123     0.25545335     -2.4688501
    0.034300000     0.25693113     0.25606335     -2.4699335
    0.034400000     0.25754033     0.25667263     -2.4710133
    0.034500000     0.25814881     0.25728121     -2.4720894
    0.034600000     0.25875659     0.25788908     -2.4731619
    0.034700000     0.25936366     0.25849625     -2.4742307
    0.034800000     0.25997002     0.25910270     -2.4752961
    0.034900000     0.26057567     0.25970845     -2.4763578
    0.035000000     0.26118062     0.26031350     -2.4774161
    0.035100000     0.26178487     0.26091784     -2.4784708
    0.035200000     0.26238841     0.26152148     -2.4795220
    0.035300000     0.26299125     0.26212441     -2.4805697
    0.035400000     0.26359338     0.26272664     -2.4816140
    0.035500000     0.26419482     0.26332817     -2.4826549
    0.035600000     0.26479555     0.26392900     -2.4836923
    0.035700000     0.26539558     0.26452912     -2.4847264
    0.035800000     0.26599491     0.26512855     -2.4857570
    0.035900000     0.26659355     0.26572728     -2.4867844
    0.036000000     0.26719148     0.26632531     -2.4878083
    0.036100000     0.26778872     0.26692264     -2.4888290
    0.036200000     0.26838526     0.26751928     -2.4898463
    0.036300000     0.26898110     0.26811521     -2.4908604
    0.036400000     0.26957625     0.26871046     -2.4918712
    0.036500000     0.27017070     0.26930501     -2.4928788
    0.036600000     0.27076446     0.26989886     -2.4938831
    0.036700000     0.27135753     0.27049202     -2.4948842
    0.036800000     0.27194990     0.27108449     -2.4958822
    0.036900000     0.27254158     0.27167626     -2.4968769
    0.037000000     0.27313257     0.27226735     -2.4978685
    0.037100000     0.27372287     0.27285774     -2.4988570
    0.037200000     0.27431248     0.27344745     -2.4998423
    0.037300000     0.27490140     0.27403646     -2.5008245
    0.037400000     0.27548963     0.27462479     -2.5018036
    0.037500000     0.27607717     0.27521242     -2.5027797
    0.037600000     0.27666402     0.27579937     -2.5037527
    0.037700000     0.27725019     0.27638564     -2.5047227
    0.037800000     0.27783568     0.27697122     -2.5056896
    0.037900000     0.27842047     0.27755611     -2.5066535
    0.038000000     0.27900459     0.27814032     -2.5076145
    0.038100000     0.27958802     0.27872384     -2.5085724
    0.038200000     0.28017076     0.27930668     -2.5095274
    0.038300000     0.28075282     0.27988884     -2.5104795
    0.038400000     0.28133421     0.28047032     -2.5114286
    0.038500000     0.28191491     0.28105111     -2.5123748
    0.038600000     0.28249493     0.28163123     -2.5133181
    0.038700000     0.28307427     0.28221066     -2.5142585
    0.038800000     0.28365293     0.28278942     -2.5151961
    0.038900000     0.28423091     0.28336750     -2.5161308
    0.039000000     0.28480822     0.28394490     -2.5170627
    0.039100000     0.28538484     0.28452162     -2.5179917
    0.039200000     0.28596079     0.28509767     -2.5189180
    0.039300000     0.28653607     0.28567304     -2.5198414
    0.039400000     0.28711067     0.28624773     -2.5207621
    0.039500000     0.28768460     0.28682175     -2.5216799
    0.039600000     0.28825785     0.28739510     -2.5225951
    0.039700000     0.28883043     0.28796778     -2.5235075
    0.039800000     0.28940234     0.28853978     -2.5244172
    0.039900000     0.28997357     0.28911111     -2.5253241
    0.040000000     0.29054414     0.28968177     -2.5262284
    0.040100000     0.29111403     0.29025176     -2.5271300
    0.040200000     0.29168326     0.29082108     -2.5280289
    0.040300000     0.29225181     0.29138973     -2.5289252
    0.040400000     0.29281970     0.29195771     -2.5298188
    0.040500000     0.29338692     0.29252503     -2.5307098
    0.040600000     0.29395347     0.29309168     -2.5315981
    0.040700000     0.29451936     0.29365766     -2.5324839
    0.040800000     0.29508458     0.29422297     -2.5333671
    0.040900000     0.29564914     0.29478762     -2.5342477
    0.041000000     0.29621303     0.29535161     -2.5351257
    0.041100000     0.29677626     0.29591493     -2.5360012
    0.041200000     0.29733882     0.29647759     -2.5368741
    0.041300000     0.29790072     0.29703959     -2.5377446
    0.041400000     0.29846197     0.29760093     -2.5386125
    0.041500000     0.29902255     0.29816160     -2.5394779
    0.041600000     0.29958246     0.29872162     -2.5403408
    0.041700000     0.30014172     0.29928097     -2.5412012
    0.041800000     0.30070033     0.29983967     -2.5420592
    0.041900000     0.30125827     0.30039771     -2.5429147
    0.042000000     0.30181555     0.30095509     -2.5437677
    0.042100000     0.30237218     0.30151181     -2.5446184
    0.042200000     0.30292815     0.30206788     -2.5454666
    0.042300000     0.30348347     0.30262329     -2.5463124
    0.042400000     0.30403813     0.30317804     -2.5471558
    0.042500000     0.30459214     0.30373214     -2.5479968
    0.042600000     0.30514549     0.30428559     -2.5488355
    0.042700000     0.30569819     0.30483839     -2.5496718
    0.042800000     0.30625023     0.30539053     -2.5505057
    0.042900000     0.30680163     0.30594202     -2.5513373
    0.043000000     0.30735237     0.30649286     -2.5521666
    0.043100000     0.30790247     0.30704305     -2.5529936
    0.043200000     0.30845191     0.30759258     -2.5538182
    0.043300000     0.30900070     0.30814147     -2.5546406
    0.043400000     0.30954885     0.30868971     -2.5554606
    0.043500000     0.31009635     0.30923731     -2.5562784
    0.043600000     0.31064320     0.30978425     -2.5570940
    0.043700000     0.31118940     0.31033055     -2.5579072
    0.043800000     0.31173496     0.31087621     -2.5587183
    0.043900000     0.31227987     0.31142121     -2.5595271
    0.044000000     0.31282414     0.31196558     -2.5603337
    0.044100000     0.31336777     0.31250930     -2.5611380
    0.044200000     0.31391075     0.31305237     -2.5619402
    0.044300000     0.31445308     0.31359480     -2.5627402
    0.044400000     0.31499478     0.31413659     -2.5635379
    0.044500000     0.31553583     0.31467774     -2.5643336
    0.044600000     0.31607625     0.31521825     -2.5651270
    0.044700000     0.31661602     0.31575812     -2.5659183
    0.044800000     0.31715515     0.31629735     -2.5667075
    0.044900000     0.31769365     0.31683594     -2.5674945
    0.045000000     0.31823151     0.31737389     -2.5682794
    0.045100000     0.31876872     0.31791121     -2.5690622
    0.045200000     0.31930531     0.31844788     -2.5698429
    0.045300000     0.31984125     0.31898392     -2.5706215
    0.045400000     0.32037656     0.31951933     -2.5713980
    0.045500000     0.32091124     0.32005410     -2.5721725
    0.045600000     0.32144528     0.32058823     -2.5729448
    0.045700000     0.32197868     0.32112173     -2.5737151
    0.045800000     0.32251146     0.32165460     -2.5744834
    0.045900000     0.32304360     0.32218684     -2.5752496
    0.046000000     0.32357511     0.32271844     -2.5760138
    0.046100000     0.32410598     0.32324942     -2.5767760
    0.046200000     0.32463623     0.32377976     -2.5775361
    0.046300000     0.32516585     0.32430947     -2.5782943
    0.046400000     0.32569483     0.32483855     -2.5790505
    0.046500000     0.32622319     0.32536701     -2.5798046
    0.046600000     0.32675092     0.32589483     -2.5805568
    0.046700000     0.32727803     0.32642203     -2.5813071
    0.046800000     0.32780450     0.32694860     -2.5820553
    0.046900000     0.32833035     0.32747455     -2.5828016
    0.047000000     0.32885558     0.32799987     -2.5835460
    0.047100000     0.32938018     0.32852456     -2.5842884
    0.047200000     0.32990415     0.32904863     -2.5850290
    0.047300000     0.33042750     0.32957208     -2.5857676
    0.047400000     0.33095023     0.33009490     -2.5865042
    0.047500000     0.33147234     0.33061710     -2.5872390
    0.047600000     0.33199382     0.33113868     -2.5879719
    0.047700000     0.33251468     0.33165964     -2.5887029
    0.047800000     0.33303492     0.33217997     -2.5894320
    0.047900000     0.33355455     0.33269969     -2.5901593
    0.048000000     0.33407355     0.33321879     -2.5908847
    0.048100000     0.33459193     0.33373727     -2.5916082
    0.048200000     0.33510970     0.33425513     -2.5923299
    0.048300000     0.33562685     0.33477237     -2.5930498
    0.048400000     0.33614338     0.33528900     -2.5937678
    0.048500000     0.33665929     0.33580501     -2.5944840
    0.048600000     0.33717459     0.33632040     -2.5951984
    0.048700000     0.33768927     0.33683518     -2.5959110
    0.048800000     0.33820334     0.33734934     -2.5966217
    0.048900000     0.33871680     0.33786289     -2.5973307
    0.049000000     0.33922964     0.33837583     -2.5980379
    0.049100000     0.33974187     0.33888816     -2.5987433
    0.049200000     0.34025349     0.33939987     -2.5994470
    0.049300000     0.34076449     0.33991097     -2.6001489
    0.049400000     0.34127489     0.34042146     -2.6008490
    0.049500000     0.34178467     0.34093134     -2.6015474
    0.049600000     0.34229385     0.34144061     -2.6022441
    0.049700000     0.34280242     0.34194927     -2.6029390
    0.049800000     0.34331038     0.34245733     -2.6036321
    0.049900000     0.34381773     0.34296477     -2.6043236
    0.050000000     0.34432447     0.34347161     -2.6050134
    0.050100000     0.34483061     0.34397784     -2.6057014
    0.050200000     0.34533614     0.34448347     -2.6063878
    0.050300000     0.34584106     0.34498849     -2.6070724
    0.050400000     0.34634538     0.34549291     -2.6077554
    0.050500000     0.34684910     0.34599672     -2.6084367
    0.050600000     0.34735221     0.34649993     -2.6091163
    0.050700000     0.34785473     0.34700253     -2.6097942
    0.050800000     0.34835663     0.34750453     -2.6104705
    0.050900000     0.34885794     0.34800594     -2.6111452
    0.051000000     0.34935865     0.34850674     -2.6118182
    0.051100000     0.34985875     0.34900694     -2.6124895
    0.051200000     0.35035826     0.34950654     -2.6131592
    0.051300000     0.35085716     0.35000554     -2.6138273
    0.051400000     0.35135547     0.35050394     -2.6144938
    0.051500000     0.35185318     0.35100174     -2.6151587
    0.051600000     0.35235029     0.35149895     -2.6158219
    0.051700000     0.35284680     0.35199556     -2.6164836
    0.051800000     0.35334272     0.35249157     -2.6171437
    0.051900000     0.35383804     0.35298699     -2.6178022
    0.052000000     0.35433277     0.35348181     -2.6184591
    0.052100000     0.35482690     0.35397604     -2.6191144
    0.052200000     0.35532044     0.35446967     -2.6197681
    0.052300000     0.35581339     0.35496272     -2.6204203
    0.052400000     0.35630574     0.35545516     -2.6210710
    0.052500000     0.35679750     0.35594702     -2.6217200
    0.052600000     0.35728867     0.35643828     -2.6223676
    0.052700000     0.35777925     0.35692896     -2.6230136
    0.052800000     0.35826924     0.35741904     -2.6236581
    0.052900000     0.35875863     0.35790853     -2.6243010
    0.053000000     0.35924744     0.35839744     -2.6249424
    0.053100000     0.35973566     0.35888575     -2.6255823
    0.053200000     0.36022330     0.35937348     -2.6262207
