    x:          approx:          exact:            relative error(log10)
     0.53400000     0.46516817     0.46122837     -2.0684424
     0.53500000     0.46420640     0.46027614     -2.0685974
     0.53600000     0.46324415     0.45932343     -2.0687527
     0.53700000     0.46228143     0.45837025     -2.0689082
     0.53800000     0.46131825     0.45741660     -2.0690639
     0.53900000     0.46035461     0.45646250     -2.0692200
     0.54000000     0.45939051     0.45550794     -2.0693763
     0.54100000     0.45842596     0.45455292     -2.0695329
     0.54200000     0.45746096     0.45359746     -2.0696897
     0.54300000     0.45649552     0.45264156     -2.0698469
     0.54400000     0.45552964     0.45168521     -2.0700044
     0.54500000     0.45456333     0.45072844     -2.0701622
     0.54600000     0.45359658     0.44977123     -2.0703203
     0.54700000     0.45262942     0.44881360     -2.0704787
     0.54800000     0.45166183     0.44785555     -2.0706374
     0.54900000     0.45069382     0.44689708     -2.0707965
     0.55000000     0.44972540     0.44593820     -2.0709559
     0.55100000     0.44875658     0.44497891     -2.0711157
     0.55200000     0.44778734     0.44401921     -2.0712758
     0.55300000     0.44681771     0.44305912     -2.0714363
     0.55400000     0.44584768     0.44209862     -2.0715971
     0.55500000     0.44487726     0.44113774     -2.0717583
     0.55600000     0.44390645     0.44017647     -2.0719199
     0.55700000     0.44293525     0.43921481     -2.0720819
     0.55800000     0.44196368     0.43825277     -2.0722443
     0.55900000     0.44099172     0.43729035     -2.0724070
     0.56000000     0.44001940     0.43632756     -2.0725702
     0.56100000     0.43904670     0.43536440     -2.0727338
     0.56200000     0.43807364     0.43440087     -2.0728979
     0.56300000     0.43710021     0.43343698     -2.0730623
     0.56400000     0.43612643     0.43247274     -2.0732272
     0.56500000     0.43515229     0.43150813     -2.0733925
     0.56600000     0.43417779     0.43054318     -2.0735583
     0.56700000     0.43320295     0.42957788     -2.0737245
     0.56800000     0.43222777     0.42861223     -2.0738912
     0.56900000     0.43125224     0.42764624     -2.0740584
     0.57000000     0.43027638     0.42667991     -2.0742260
     0.57100000     0.42930018     0.42571325     -2.0743941
     0.57200000     0.42832365     0.42474626     -2.0745627
     0.57300000     0.42734679     0.42377894     -2.0747319
     0.57400000     0.42636961     0.42281129     -2.0749015
     0.57500000     0.42539211     0.42184332     -2.0750716
     0.57600000     0.42441429     0.42087504     -2.0752423
     0.57700000     0.42343615     0.41990644     -2.0754135
     0.57800000     0.42245770     0.41893753     -2.0755852
     0.57900000     0.42147894     0.41796830     -2.0757574
     0.58000000     0.42049988     0.41699878     -2.0759303
     0.58100000     0.41952051     0.41602895     -2.0761036
     0.58200000     0.41854084     0.41505882     -2.0762776
     0.58300000     0.41756088     0.41408839     -2.0764521
     0.58400000     0.41658062     0.41311767     -2.0766272
     0.58500000     0.41560008     0.41214666     -2.0768029
     0.58600000     0.41461924     0.41117536     -2.0769791
     0.58700000     0.41363812     0.41020378     -2.0771560
     0.58800000     0.41265672     0.40923191     -2.0773335
     0.58900000     0.41167503     0.40825976     -2.0775116
     0.59000000     0.41069307     0.40728734     -2.0776904
     0.59100000     0.40971084     0.40631464     -2.0778698
     0.59200000     0.40872834     0.40534168     -2.0780498
     0.59300000     0.40774556     0.40436844     -2.0782305
     0.59400000     0.40676252     0.40339494     -2.0784118
     0.59500000     0.40577922     0.40242117     -2.0785938
     0.59600000     0.40479566     0.40144715     -2.0787765
     0.59700000     0.40381184     0.40047286     -2.0789599
     0.59800000     0.40282776     0.39949832     -2.0791440
     0.59900000     0.40184343     0.39852353     -2.0793287
     0.60000000     0.40085885     0.39754849     -2.0795142
     0.60100000     0.39987403     0.39657320     -2.0797004
     0.60200000     0.39888895     0.39559766     -2.0798874
     0.60300000     0.39790364     0.39462188     -2.0800750
     0.60400000     0.39691808     0.39364586     -2.0802635
     0.60500000     0.39593229     0.39266960     -2.0804526
     0.60600000     0.39494626     0.39169311     -2.0806426
     0.60700000     0.39395999     0.39071638     -2.0808333
     0.60800000     0.39297350     0.38973943     -2.0810248
     0.60900000     0.39198677     0.38876224     -2.0812171
     0.61000000     0.39099982     0.38778483     -2.0814101
     0.61100000     0.39001265     0.38680719     -2.0816040
     0.61200000     0.38902525     0.38582933     -2.0817987
     0.61300000     0.38803764     0.38485125     -2.0819943
     0.61400000     0.38704980     0.38387295     -2.0821907
     0.61500000     0.38606175     0.38289444     -2.0823879
     0.61600000     0.38507349     0.38191571     -2.0825860
     0.61700000     0.38408502     0.38093678     -2.0827850
     0.61800000     0.38309633     0.37995763     -2.0829848
     0.61900000     0.38210744     0.37897828     -2.0831855
     0.62000000     0.38111835     0.37799872     -2.0833871
     0.62100000     0.38012905     0.37701896     -2.0835897
     0.62200000     0.37913955     0.37603899     -2.0837931
     0.62300000     0.37814985     0.37505883     -2.0839975
     0.62400000     0.37715996     0.37407847     -2.0842028
     0.62500000     0.37616987     0.37309792     -2.0844091
     0.62600000     0.37517959     0.37211717     -2.0846163
     0.62700000     0.37418911     0.37113624     -2.0848245
     0.62800000     0.37319845     0.37015511     -2.0850337
     0.62900000     0.37220760     0.36917380     -2.0852438
     0.63000000     0.37121656     0.36819230     -2.0854550
     0.63100000     0.37022534     0.36721061     -2.0856672
     0.63200000     0.36923394     0.36622875     -2.0858804
     0.63300000     0.36824236     0.36524670     -2.0860947
     0.63400000     0.36725060     0.36426448     -2.0863100
     0.63500000     0.36625866     0.36328208     -2.0865263
     0.63600000     0.36526655     0.36229951     -2.0867438
     0.63700000     0.36427427     0.36131676     -2.0869623
     0.63800000     0.36328181     0.36033384     -2.0871819
     0.63900000     0.36228919     0.35935075     -2.0874026
     0.64000000     0.36129640     0.35836750     -2.0876245
     0.64100000     0.36030344     0.35738408     -2.0878475
     0.64200000     0.35931031     0.35640049     -2.0880716
     0.64300000     0.35831703     0.35541674     -2.0882969
     0.64400000     0.35732358     0.35443283     -2.0885233
     0.64500000     0.35632997     0.35344876     -2.0887510
     0.64600000     0.35533621     0.35246453     -2.0889798
     0.64700000     0.35434229     0.35148015     -2.0892098
     0.64800000     0.35334821     0.35049561     -2.0894411
     0.64900000     0.35235398     0.34951092     -2.0896736
     0.65000000     0.35135960     0.34852607     -2.0899074
     0.65100000     0.35036507     0.34754108     -2.0901424
     0.65200000     0.34937039     0.34655593     -2.0903787
     0.65300000     0.34837556     0.34557064     -2.0906163
     0.65400000     0.34738059     0.34458520     -2.0908551
     0.65500000     0.34638547     0.34359962     -2.0910954
     0.65600000     0.34539021     0.34261390     -2.0913369
     0.65700000     0.34439480     0.34162803     -2.0915798
     0.65800000     0.34339926     0.34064202     -2.0918241
     0.65900000     0.34240358     0.33965588     -2.0920697
     0.66000000     0.34140776     0.33866960     -2.0923167
     0.66100000     0.34041180     0.33768318     -2.0925652
     0.66200000     0.33941571     0.33669662     -2.0928150
     0.66300000     0.33841949     0.33570994     -2.0930663
     0.66400000     0.33742314     0.33472312     -2.0933191
     0.66500000     0.33642665     0.33373617     -2.0935733
     0.66600000     0.33543003     0.33274909     -2.0938291
     0.66700000     0.33443329     0.33176188     -2.0940863
     0.66800000     0.33343642     0.33077455     -2.0943451
     0.66900000     0.33243942     0.32978709     -2.0946054
     0.67000000     0.33144230     0.32879951     -2.0948672
     0.67100000     0.33044506     0.32781180     -2.0951306
     0.67200000     0.32944770     0.32682397     -2.0953957
     0.67300000     0.32845021     0.32583602     -2.0956623
     0.67400000     0.32745260     0.32484795     -2.0959305
     0.67500000     0.32645488     0.32385977     -2.0962004
     0.67600000     0.32545704     0.32287146     -2.0964720
     0.67700000     0.32445908     0.32188304     -2.0967452
     0.67800000     0.32346101     0.32089451     -2.0970202
     0.67900000     0.32246283     0.31990586     -2.0972969
     0.68000000     0.32146453     0.31891710     -2.0975753
     0.68100000     0.32046612     0.31792822     -2.0978554
     0.68200000     0.31946760     0.31693924     -2.0981374
     0.68300000     0.31846897     0.31595015     -2.0984211
     0.68400000     0.31747024     0.31496095     -2.0987067
     0.68500000     0.31647139     0.31397164     -2.0989941
     0.68600000     0.31547244     0.31298223     -2.0992834
     0.68700000     0.31447339     0.31199271     -2.0995745
     0.68800000     0.31347423     0.31100309     -2.0998676
     0.68900000     0.31247497     0.31001337     -2.1001626
     0.69000000     0.31147561     0.30902354     -2.1004595
     0.69100000     0.31047614     0.30803361     -2.1007584
     0.69200000     0.30947658     0.30704359     -2.1010593
     0.69300000     0.30847692     0.30605346     -2.1013622
     0.69400000     0.30747716     0.30506324     -2.1016672
     0.69500000     0.30647730     0.30407292     -2.1019742
     0.69600000     0.30547735     0.30308250     -2.1022833
     0.69700000     0.30447730     0.30209199     -2.1025945
     0.69800000     0.30347716     0.30110139     -2.1029079
     0.69900000     0.30247692     0.30011069     -2.1032234
     0.70000000     0.30147660     0.29911990     -2.1035411
     0.70100000     0.30047618     0.29812902     -2.1038610
     0.70200000     0.29947567     0.29713805     -2.1041832
     0.70300000     0.29847507     0.29614698     -2.1045076
     0.70400000     0.29747439     0.29515583     -2.1048343
     0.70500000     0.29647361     0.29416460     -2.1051634
     0.70600000     0.29547275     0.29317327     -2.1054948
     0.70700000     0.29447181     0.29218186     -2.1058285
     0.70800000     0.29347078     0.29119037     -2.1061647
     0.70900000     0.29246966     0.29019879     -2.1065033
     0.71000000     0.29146846     0.28920713     -2.1068444
     0.71100000     0.29046718     0.28821538     -2.1071879
     0.71200000     0.28946582     0.28722356     -2.1075340
     0.71300000     0.28846437     0.28623165     -2.1078827
     0.71400000     0.28746285     0.28523966     -2.1082339
     0.71500000     0.28646125     0.28424760     -2.1085877
     0.71600000     0.28545957     0.28325545     -2.1089442
     0.71700000     0.28445781     0.28226323     -2.1093034
     0.71800000     0.28345597     0.28127093     -2.1096653
     0.71900000     0.28245406     0.28027855     -2.1100299
     0.72000000     0.28145207     0.27928610     -2.1103974
     0.72100000     0.28045001     0.27829358     -2.1107676
     0.72200000     0.27944787     0.27730098     -2.1111407
     0.72300000     0.27844566     0.27630830     -2.1115167
     0.72400000     0.27744338     0.27531556     -2.1118956
     0.72500000     0.27644103     0.27432274     -2.1122775
     0.72600000     0.27543860     0.27332985     -2.1126624
     0.72700000     0.27443611     0.27233689     -2.1130503
     0.72800000     0.27343354     0.27134387     -2.1134413
     0.72900000     0.27243091     0.27035077     -2.1138354
     0.73000000     0.27142820     0.26935760     -2.1142327
     0.73100000     0.27042544     0.26836437     -2.1146331
     0.73200000     0.26942260     0.26737107     -2.1150368
     0.73300000     0.26841970     0.26637770     -2.1154438
     0.73400000     0.26741673     0.26538427     -2.1158541
     0.73500000     0.26641370     0.26439078     -2.1162678
     0.73600000     0.26541060     0.26339722     -2.1166849
     0.73700000     0.26440744     0.26240359     -2.1171055
     0.73800000     0.26340421     0.26140990     -2.1175296
     0.73900000     0.26240093     0.26041615     -2.1179572
     0.74000000     0.26139758     0.25942234     -2.1183884
     0.74100000     0.26039417     0.25842847     -2.1188232
     0.74200000     0.25939070     0.25743454     -2.1192618
     0.74300000     0.25838717     0.25644054     -2.1197041
     0.74400000     0.25738358     0.25544649     -2.1201502
     0.74500000     0.25637993     0.25445238     -2.1206002
     0.74600000     0.25537623     0.25345821     -2.1210540
     0.74700000     0.25437247     0.25246399     -2.1215118
     0.74800000     0.25336865     0.25146970     -2.1219736
     0.74900000     0.25236477     0.25047536     -2.1224395
     0.75000000     0.25136084     0.24948097     -2.1229095
     0.75100000     0.25035685     0.24848651     -2.1233837
     0.75200000     0.24935281     0.24749201     -2.1238622
     0.75300000     0.24834871     0.24649745     -2.1243449
     0.75400000     0.24734456     0.24550283     -2.1248320
     0.75500000     0.24634035     0.24450817     -2.1253235
     0.75600000     0.24533610     0.24351345     -2.1258195
     0.75700000     0.24433179     0.24251868     -2.1263200
     0.75800000     0.24332743     0.24152385     -2.1268252
     0.75900000     0.24232302     0.24052898     -2.1273350
     0.76000000     0.24131856     0.23953405     -2.1278496
     0.76100000     0.24031405     0.23853908     -2.1283690
     0.76200000     0.23930948     0.23754405     -2.1288933
     0.76300000     0.23830487     0.23654898     -2.1294226
     0.76400000     0.23730022     0.23555386     -2.1299569
     0.76500000     0.23629551     0.23455869     -2.1304963
     0.76600000     0.23529075     0.23356347     -2.1310409
     0.76700000     0.23428595     0.23256820     -2.1315907
     0.76800000     0.23328110     0.23157289     -2.1321459
     0.76900000     0.23227621     0.23057753     -2.1327066
     0.77000000     0.23127127     0.22958213     -2.1332727
     0.77100000     0.23026628     0.22858668     -2.1338444
     0.77200000     0.22926125     0.22759119     -2.1344219
     0.77300000     0.22825618     0.22659565     -2.1350050
     0.77400000     0.22725106     0.22560007     -2.1355941
     0.77500000     0.22624590     0.22460444     -2.1361891
     0.77600000     0.22524069     0.22360877     -2.1367901
     0.77700000     0.22423545     0.22261306     -2.1373973
     0.77800000     0.22323016     0.22161731     -2.1380106
     0.77900000     0.22222482     0.22062151     -2.1386304
     0.78000000     0.22121945     0.21962568     -2.1392566
     0.78100000     0.22021404     0.21862980     -2.1398893
     0.78200000     0.21920858     0.21763388     -2.1405286
     0.78300000     0.21820309     0.21663792     -2.1411747
     0.78400000     0.21719755     0.21564192     -2.1418277
     0.78500000     0.21619198     0.21464589     -2.1424876
     0.78600000     0.21518636     0.21364981     -2.1431547
     0.78700000     0.21418071     0.21265370     -2.1438289
     0.78800000     0.21317502     0.21165754     -2.1445105
     0.78900000     0.21216930     0.21066135     -2.1451996
     0.79000000     0.21116353     0.20966512     -2.1458962
     0.79100000     0.21015773     0.20866886     -2.1466005
     0.79200000     0.20915189     0.20767255     -2.1473127
     0.79300000     0.20814601     0.20667622     -2.1480328
     0.79400000     0.20714010     0.20567984     -2.1487611
     0.79500000     0.20613416     0.20468343     -2.1494976
     0.79600000     0.20512817     0.20368699     -2.1502425
     0.79700000     0.20412216     0.20269050     -2.1509960
     0.79800000     0.20311611     0.20169399     -2.1517581
     0.79900000     0.20211002     0.20069744     -2.1525292
     0.80000000     0.20110390     0.19970086     -2.1533092
     0.80100000     0.20009775     0.19870424     -2.1540984
     0.80200000     0.19909156     0.19770759     -2.1548969
     0.80300000     0.19808534     0.19671091     -2.1557050
     0.80400000     0.19707909     0.19571419     -2.1565227
     0.80500000     0.19607280     0.19471745     -2.1573504
     0.80600000     0.19506649     0.19372067     -2.1581880
     0.80700000     0.19406014     0.19272385     -2.1590359
     0.80800000     0.19305376     0.19172701     -2.1598943
     0.80900000     0.19204735     0.19073014     -2.1607632
     0.81000000     0.19104091     0.18973323     -2.1616430
     0.81100000     0.19003444     0.18873630     -2.1625338
     0.81200000     0.18902794     0.18773934     -2.1634359
     0.81300000     0.18802141     0.18674234     -2.1643495
     0.81400000     0.18701485     0.18574532     -2.1652747
     0.81500000     0.18600826     0.18474827     -2.1662119
     0.81600000     0.18500164     0.18375118     -2.1671612
     0.81700000     0.18399499     0.18275407     -2.1681230
     0.81800000     0.18298832     0.18175694     -2.1690974
     0.81900000     0.18198162     0.18075977     -2.1700847
     0.82000000     0.18097489     0.17976257     -2.1710851
     0.82100000     0.17996813     0.17876535     -2.1720991
     0.82200000     0.17896134     0.17776810     -2.1731267
     0.82300000     0.17795453     0.17677083     -2.1741684
     0.82400000     0.17694769     0.17577353     -2.1752243
     0.82500000     0.17594082     0.17477620     -2.1762949
     0.82600000     0.17493393     0.17377884     -2.1773803
     0.82700000     0.17392702     0.17278146     -2.1784810
     0.82800000     0.17292007     0.17178405     -2.1795973
     0.82900000     0.17191310     0.17078662     -2.1807295
     0.83000000     0.17090611     0.16978917     -2.1818779
     0.83100000     0.16989909     0.16879168     -2.1830429
     0.83200000     0.16889205     0.16779418     -2.1842249
     0.83300000     0.16788498     0.16679665     -2.1854243
     0.83400000     0.16687789     0.16579909     -2.1866414
     0.83500000     0.16587078     0.16480151     -2.1878766
     0.83600000     0.16486364     0.16380391     -2.1891305
     0.83700000     0.16385647     0.16280628     -2.1904033
     0.83800000     0.16284929     0.16180864     -2.1916956
     0.83900000     0.16184208     0.16081096     -2.1930078
     0.84000000     0.16083485     0.15981327     -2.1943403
     0.84100000     0.15982760     0.15881555     -2.1956937
     0.84200000     0.15882032     0.15781781     -2.1970685
     0.84300000     0.15781302     0.15682005     -2.1984651
     0.84400000     0.15680570     0.15582227     -2.1998842
     0.84500000     0.15579836     0.15482446     -2.2013263
     0.84600000     0.15479100     0.15382664     -2.2027919
     0.84700000     0.15378361     0.15282879     -2.2042816
     0.84800000     0.15277621     0.15183092     -2.2057961
     0.84900000     0.15176878     0.15083303     -2.2073359
     0.85000000     0.15076134     0.14983512     -2.2089018
     0.85100000     0.14975387     0.14883719     -2.2104945
     0.85200000     0.14874638     0.14783924     -2.2121145
     0.85300000     0.14773888     0.14684127     -2.2137627
     0.85400000     0.14673135     0.14584328     -2.2154398
     0.85500000     0.14572380     0.14484527     -2.2171466
     0.85600000     0.14471624     0.14384724     -2.2188839
     0.85700000     0.14370865     0.14284920     -2.2206526
     0.85800000     0.14270105     0.14185113     -2.2224534
     0.85900000     0.14169343     0.14085304     -2.2242874
     0.86000000     0.14068579     0.13985494     -2.2261554
     0.86100000     0.13967813     0.13885682     -2.2280585
     0.86200000     0.13867045     0.13785867     -2.2299977
     0.86300000     0.13766276     0.13686052     -2.2319739
     0.86400000     0.13665504     0.13586234     -2.2339884
     0.86500000     0.13564731     0.13486414     -2.2360422
     0.86600000     0.13463956     0.13386593     -2.2381366
     0.86700000     0.13363180     0.13286770     -2.2402728
     0.86800000     0.13262401     0.13186946     -2.2424520
     0.86900000     0.13161621     0.13087119     -2.2446757
     0.87000000     0.13060840     0.12987291     -2.2469453
     0.87100000     0.12960056     0.12887462     -2.2492621
     0.87200000     0.12859271     0.12787630     -2.2516278
     0.87300000     0.12758485     0.12687797     -2.2540439
     0.87400000     0.12657696     0.12587963     -2.2565121
     0.87500000     0.12556907     0.12488126     -2.2590342
     0.87600000     0.12456115     0.12388289     -2.2616120
     0.87700000     0.12355322     0.12288449     -2.2642473
     0.87800000     0.12254527     0.12188608     -2.2669423
     0.87900000     0.12153731     0.12088766     -2.2696990
     0.88000000     0.12052934     0.11988922     -2.2725196
     0.88100000     0.11952135     0.11889076     -2.2754064
     0.88200000     0.11851334     0.11789229     -2.2783619
     0.88300000     0.11750532     0.11689381     -2.2813886
     0.88400000     0.11649728     0.11589531     -2.2844891
     0.88500000     0.11548923     0.11489680     -2.2876664
     0.88600000     0.11448117     0.11389827     -2.2909234
     0.88700000     0.11347309     0.11289973     -2.2942632
     0.88800000     0.11246500     0.11190117     -2.2976892
     0.88900000     0.11145689     0.11090260     -2.3012047
     0.89000000     0.11044877     0.10990402     -2.3048136
     0.89100000     0.10944064     0.10890542     -2.3085197
     0.89200000     0.10843249     0.10790681     -2.3123271
     0.89300000     0.10742433     0.10690818     -2.3162402
     0.89400000     0.10641615     0.10590955     -2.3202637
     0.89500000     0.10540797     0.10491090     -2.3244024
     0.89600000     0.10439977     0.10391223     -2.3286616
     0.89700000     0.10339155     0.10291356     -2.3330468
     0.89800000     0.10238333     0.10191487     -2.3375640
     0.89900000     0.10137509     0.10091616     -2.3422194
     0.90000000     0.10036684    0.099917450     -2.3470198
     0.90100000    0.099358575    0.098918723     -2.3519724
     0.90200000    0.098350300    0.097919985     -2.3570849
     0.90300000    0.097342012    0.096921234     -2.3623655
     0.90400000    0.096333713    0.095922471     -2.3678230
     0.90500000    0.095325401    0.094923696     -2.3734670
     0.90600000    0.094317078    0.093924909     -2.3793077
     0.90700000    0.093308744    0.092926111     -2.3853561
     0.90800000    0.092300397    0.091927302     -2.3916242
     0.90900000    0.091292040    0.090928480     -2.3981248
     0.91000000    0.090283671    0.089929648     -2.4048718
     0.91100000    0.089275291    0.088930805     -2.4118804
     0.91200000    0.088266900    0.087931950     -2.4191672
     0.91300000    0.087258498    0.086933085     -2.4267501
     0.91400000    0.086250085    0.085934208     -2.4346487
     0.91500000    0.085241661    0.084935321     -2.4428846
     0.91600000    0.084233227    0.083936423     -2.4514814
     0.91700000    0.083224782    0.082937515     -2.4604653
     0.91800000    0.082216327    0.081938597     -2.4698650
     0.91900000    0.081207862    0.080939668     -2.4797125
     0.92000000    0.080199386    0.079940729     -2.4900432
     0.92100000    0.079190900    0.078941779     -2.5008969
     0.92200000    0.078182404    0.077942820     -2.5123178
     0.92300000    0.077173899    0.076943851     -2.5243559
     0.92400000    0.076165383    0.075944872     -2.5370677
     0.92500000    0.075156858    0.074945883     -2.5505174
     0.92600000    0.074148323    0.073946885     -2.5647781
     0.92700000    0.073139779    0.072947877     -2.5799340
     0.92800000    0.072131225    0.071948860     -2.5960822
     0.92900000    0.071122662    0.070949833     -2.6133358
     0.93000000    0.070114090    0.069950798     -2.6318276
     0.93100000    0.069105508    0.068951753     -2.6517146
     0.93200000    0.068096918    0.067952699     -2.6731843
     0.93300000    0.067088318    0.066953636     -2.6964632
     0.93400000    0.066079710    0.065954564     -2.7218282
     0.93500000    0.065071093    0.064955484     -2.7496227
     0.93600000    0.064062467    0.063956394     -2.7802797
     0.93700000    0.063053833    0.062957296     -2.8143553
     0.93800000    0.062045190    0.061958190     -2.8525805
     0.93900000    0.061036538    0.060959075     -2.8959426
     0.94000000    0.060027879    0.059959952     -2.9458206
     0.94100000    0.059019211    0.058960820     -3.0042236
     0.94200000    0.058010534    0.057961681     -3.0742438
     0.94300000    0.057001850    0.056962533     -3.1610074
     0.94400000    0.055993158    0.055963377     -3.2739704
     0.94500000    0.054984457    0.054964213     -3.4337821
     0.94600000    0.053975749    0.053965042     -3.7024226
     0.94700000    0.052967033    0.052965862     -4.6554342
     0.94800000    0.051958310    0.051966675     -3.7932321
     0.94900000    0.050949578    0.050967480     -3.4543904
     0.95000000    0.049940840    0.049968278     -3.2603328
     0.95100000    0.048932093    0.048969068     -3.1220124
     0.95200000    0.047923339    0.047969851     -3.0134067
     0.95300000    0.046914578    0.046970627     -2.9232649
     0.95400000    0.045905810    0.045971395     -2.8456851
     0.95500000    0.044897034    0.044972156     -2.7771810
     0.95600000    0.043888252    0.043972910     -2.7155184
     0.95700000    0.042879462    0.042973656     -2.6591777
     0.95800000    0.041870665    0.041974396     -2.6070766
     0.95900000    0.040861862    0.040975129     -2.5584156
     0.96000000    0.039853051    0.039975855     -2.5125857
     0.96100000    0.038844234    0.038976575     -2.4691112
     0.96200000    0.037835410    0.037977287     -2.4276121
     0.96300000    0.036826580    0.036977993     -2.3877788
     0.96400000    0.035817742    0.035978692     -2.3493544
     0.96500000    0.034808899    0.034979385     -2.3121221
     0.96600000    0.033800049    0.033980072     -2.2758962
     0.96700000    0.032791192    0.032980752     -2.2405148
     0.96800000    0.031782330    0.031981426     -2.2058350
     0.96900000    0.030773460    0.030982093     -2.1717285
     0.97000000    0.029764585    0.029982754     -2.1380781
     0.97100000    0.028755704    0.028983410     -2.1047756
     0.97200000    0.027746816    0.027984059     -2.0717187
     0.97300000    0.026737923    0.026984702     -2.0388098
     0.97400000    0.025729024    0.025985339     -2.0059539
     0.97500000    0.024720118    0.024985970     -1.9730566
     0.97600000    0.023711207    0.023986596     -1.9400230
     0.97700000    0.022702290    0.022987215     -1.9067560
     0.97800000    0.021693368    0.021987829     -1.8731540
     0.97900000    0.020684440    0.020988438     -1.8391095
     0.98000000    0.019675506    0.019989040     -1.8045066
     0.98100000    0.018666566    0.018989637     -1.7692187
     0.98200000    0.017657622    0.017990229     -1.7331046
     0.98300000    0.016648671    0.016990815     -1.6960052
     0.98400000    0.015639716    0.015991396     -1.6577380
     0.98500000    0.014630755    0.014991972     -1.6180904
     0.98600000    0.013621788    0.013992542     -1.5768112
     0.98700000    0.012612817    0.012993107     -1.5335979
     0.98800000    0.011603840    0.011993667     -1.4880804
     0.98900000    0.010594858    0.010994222     -1.4397964
     0.99000000   0.0095858715   0.0099947712     -1.3881560
     0.99100000   0.0085768796   0.0089953159     -1.3323871
     0.99200000   0.0075678828   0.0079958556     -1.2714488
     0.99300000   0.0065588810   0.0069963903     -1.2038867
     0.99400000   0.0055498744   0.0059969202     -1.1275762
     0.99500000   0.0045408629   0.0049974453     -1.0392289
     0.99600000   0.0035318467   0.0039979656    -0.93334231
     0.99700000   0.0025228257   0.0029984812    -0.79960884
     0.99800000   0.0015138001   0.0019989921    -0.61489745
